질량,중력,최대정지마찰력,운동마찰력,정지마찰계수,운동마찰계수
0.8482,8.31236,7.3,5.87029702970297,0.8782102796317772,0.7062130405447995
0.8482,8.31236,7.4,6.428395061728396,0.8902405574349523,0.773353784211511
0.8482,8.31236,7.7,6.521951219512195,0.9263313908444774,0.7846088498948788
