질량,중력,최대정지마찰력,운동마찰력,정지마찰계수,운동마찰계수
1.0859,10.641820000000001,5.5,3.9814814814814814,0.5168288882916644,0.3741353905141678
1.0859,10.641820000000001,3.8,4.061386138613861,0.3570817773651499,0.3816439423532686
1.0859,10.641820000000001,4.4,3.993827160493827,0.4134631106333315,0.3752955002521962
