질량,중력,최대정지마찰력,운동마찰력,정지마찰계수,운동마찰계수
0.347,3.4006,3.2,2.589108910891089,0.9410104099276599,0.7613682617453065
0.347,3.4006,3.2,2.537837837837839,0.9410104099276599,0.7462911950355345
0.347,3.4006,3.4,2.7246913580246908,0.9998235605481386,0.8012384161691145
