질량,중력,최대정지마찰력,운동마찰력,정지마찰계수,운동마찰계수
1.1705,11.470900000000002,4.7,3.9719298245614034,0.4097324534256248,0.34626139401105427
1.1705,11.470900000000002,4.7,3.979432624113475,0.4097324534256248,0.3469154664510609
1.1705,11.470900000000002,4.5,4.006832298136645,0.39229702987559817,0.34930409105969407
