질량,중력,최대정지마찰력,운동마찰력,정지마찰계수,운동마찰계수
1.1705,11.470900000000002,4.9,3.9811881188118807,0.4271678769756514,0.3470685054190935
1.1705,11.470900000000002,4.4,3.7056737588652484,0.38357931810058493,0.32304995762017347
