질량,중력,최대정지마찰력,운동마찰력,정지마찰계수,운동마찰계수
0.5952,5.83296,5.7,4.365573770491803,0.9772053982883476,0.7484319745878256
0.5952,5.83296,5.7,4.444262295081968,0.9772053982883476,0.7619222993269229
