질량,중력,최대정지마찰력,운동마찰력,정지마찰계수,운동마찰계수
1.0991,10.771180000000001,2.7,1.637037037037037,0.2506689146407357,0.15198307307435555
1.0991,10.771180000000001,3.0,1.6278688524590164,0.27852101626748416,0.15113189571235613
1.0991,10.771180000000001,2.7,1.8549019607843136,0.2506689146407357,0.17220972639806534
